namedate,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2020-11-25-12-virginia-tech,47.6,10,2.9,1,108.5,81.5,22,0.453,53,0.396,21,0.396,21,0.667,14,1,200,87.3,21.4,6,11,62,,8.5,6,0.321,17,0.353,6,50.9,28,0.492,19.4,15,36,0.417,15,0,0,"November 25, 2020",62.1,18,11.1,4,87.3,78.6,22,0.575,60,0.483,29,0.183,11,0.727,8,0,200,108.5,18.5,5,18,77,,5.6,4,0.433,26,0.423,11,49.1,27,0.59,13.4,10,34,0.529,18,1,1,"Cassell Coliseum, Blacksburg, Virginia",RADFORD,Radford,71.1,Home,VIRGINIA-TECH,Virginia Tech
2020-11-28-20-villanova,51.9,14,5.6,2,101.4,82.4,28,0.561,57,0.474,27,0.404,23,0.739,17,0,225,112.5,25.8,8,19,81,,2.8,2,0.351,20,0.5,10,55.4,36,0.596,16.2,13,37,0.459,17,1,2,"November 28, 2020",42.3,11,10.8,4,112.5,74.2,23,0.5,61,0.426,26,0.279,17,0.706,12,1,225,101.4,17.6,6,23,73,3,2.8,2,0.41,25,0.36,9,44.6,29,0.528,10.5,8,36,0.472,17,0.667,2,"Mohegan Sun Arena, Uncasville, Connecticut",VILLANOVA,Villanova,64,Away,VIRGINIA-TECH,Virginia Tech
2020-11-29-20-virginia-tech,25,5,0,0,115.2,71.4,15,0.406,53,0.377,20,0.377,20,0.75,15,2,200,87.9,24.1,7,23,58,,7.6,5,0.189,10,0.3,3,44,22,0.464,16.3,12,43,0.395,17,0.333,1,"November 29, 2020",40.7,11,4.7,2,87.9,75.9,22,0.59,50,0.54,27,0.42,21,0.81,17,0,200,115.2,28.6,6,19,76,,4.5,3,0.32,16,0.313,5,56,28,0.634,15.7,11,34,0.647,22,1,3,"Mohegan Sun Arena, Uncasville, Connecticut",SOUTH-FLORIDA,South Florida,66.2,Home,VIRGINIA-TECH,Virginia Tech
2020-12-03-20-virginia-tech,42.9,9,15.2,5,95.5,57.6,19,0.43,57,0.368,21,0.211,12,0.667,8,2,200,85.1,14.3,5,20,57,,6,4,0.421,24,0.292,7,35.3,24,0.455,11.4,8,33,0.424,14,0.5,2,"December 3, 2020",52.4,11,6.1,2,85.1,85.7,30,0.383,60,0.35,21,0.45,27,0.667,18,0,200,95.5,42.4,14,13,64,16,4.5,3,0.45,27,0.148,4,64.7,44,0.439,12.2,10,33,0.515,17,1,4,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA-MILITARY-INSTITUTE,VMI,67.3,Home,VIRGINIA-TECH,Virginia Tech
2020-12-08-21-virginia-tech,50,15,18.8,6,88.7,65.8,25,0.6,60,0.5,30,0.133,8,0.375,3,1,200,121,25.8,8,17,75,,9.7,6,0.383,23,0.522,12,47.8,33,0.588,5.9,4,37,0.486,18,0.75,3,"December 8, 2020",40,8,8.1,3,121,74.2,23,0.426,54,0.37,20,0.333,18,0.5,9,1,200,88.7,34.2,13,12,55,15,1.6,1,0.407,22,0.273,6,52.2,36,0.44,18.4,14,32,0.438,14,0.8,4,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA-TECH,Virginia Tech,61.7,Away,PENN-STATE,Penn State
2020-12-15-18-virginia-tech,52.6,10,21.4,6,97.1,83.3,20,0.48,50,0.38,19,0.28,14,0.857,12,1,200,88.2,10.7,3,24,60,24,10.3,7,0.5,25,0.4,10,44.2,23,0.53,18.8,13,25,0.36,9,0.833,5,"December 15, 2020",50,9,16,4,88.2,89.3,25,0.466,44,0.409,18,0.705,31,0.806,25,1,200,97.1,16.7,4,17,66,,2.9,2,0.364,16,0.313,5,55.8,29,0.562,19.5,14,28,0.464,13,0.833,5,"Cassell Coliseum, Blacksburg, Virginia",CLEMSON,Clemson,67.7,Home,VIRGINIA-TECH,Virginia Tech
2020-12-19-17-virginia-tech,50,10,4.8,1,126,63,17,0.409,55,0.364,20,0.491,27,0.444,12,6,200,74,21.6,8,20,57,,14.3,11,0.473,26,0.192,5,39.1,25,0.42,19.3,16,29,0.517,15,0.143,1,"December 19, 2020",66.7,20,17.2,5,74,78.4,29,0.69,58,0.517,30,0.414,24,0.708,17,1,200,126,37,10,23,97,,6.5,5,0.638,37,0.541,20,60.9,39,0.699,20.8,18,21,0.476,10,0.857,6,"Cassell Coliseum, Blacksburg, Virginia",COPPIN-STATE,Coppin State,76.6,Home,VIRGINIA-TECH,Virginia Tech
2020-12-21-20-virginia-tech,45.8,11,6.5,2,125.4,59.4,19,0.473,55,0.436,24,0.164,9,0.667,6,7,200,86.6,20.7,6,16,58,,3,2,0.309,17,0.235,4,41,25,0.489,19.2,14,38,0.526,20,0.125,1,"December 21, 2020",61.3,19,10.5,4,86.6,79.3,23,0.571,63,0.492,31,0.302,19,0.632,12,1,200,125.4,40.6,13,11,84,24,13.4,9,0.508,32,0.313,10,59,36,0.583,10.1,8,31,0.677,21,0.875,7,"Cassell Coliseum, Blacksburg, Virginia",LONGWOOD,Longwood,67.2,Home,VIRGINIA-TECH,Virginia Tech
2020-12-29-18-virginia-tech,66.7,20,5.1,2,106.7,77.8,28,0.625,56,0.536,30,0.179,10,0.8,8,3,200,104,17.4,4,19,78,,9.3,7,0.446,25,0.4,10,54.2,32,0.642,23.9,19,31,0.645,20,0.571,4,"December 29, 2020",48.3,14,12.9,4,104,82.6,19,0.54,62,0.468,29,0.339,21,0.619,13,1,200,106.7,22.2,8,11,80,24,16,12,0.371,23,0.391,9,45.8,27,0.556,13.4,11,39,0.513,20,0.889,8,"Cassell Coliseum, Blacksburg, Virginia",MIAMI-FL,Miami (FL),75.4,Home,VIRGINIA-TECH,Virginia Tech
2021-01-06-18-louisville,43.5,10,2.6,1,107.4,71.9,23,0.509,54,0.426,23,0.37,20,0.8,16,2,200,104.4,18.2,6,18,71,19,10.3,7,0.556,30,0.3,9,44.6,29,0.559,13.7,10,24,0.583,14,0.8,8,"January 6, 2021",30.8,8,4.2,1,104.4,81.8,27,0.527,55,0.473,26,0.364,20,0.75,15,1,200,107.4,28.1,9,17,73,,10.3,7,0.291,16,0.375,6,55.4,36,0.566,15.8,12,39,0.513,20,0.889,8,"KFC Yum! Center, Louisville, Kentucky",VIRGINIA-TECH,Virginia Tech,67.5,Home,LOUISVILLE,Louisville
2021-01-10-18-virginia-tech,61.1,11,9.8,4,114.9,58.1,18,0.438,48,0.375,18,0.542,26,0.808,21,7,200,94,19.4,6,15,63,,6,4,0.479,23,0.261,6,38.7,24,0.522,16.8,12,25,0.48,12,0.3,3,"January 10, 2021",27.6,8,8,2,94,80.6,25,0.508,64,0.453,29,0.25,16,0.75,12,2,200,114.9,41.9,13,22,77,19,9,6,0.359,23,0.304,7,61.3,38,0.538,11.2,9,41,0.537,22,0.818,9,"Cassell Coliseum, Blacksburg, Virginia",NOTRE-DAME,Notre Dame,67,Home,VIRGINIA-TECH,Virginia Tech
2021-01-12-19-virginia-tech,45.8,11,11.9,5,104.2,82.1,23,0.467,60,0.4,24,0.25,15,0.733,11,3,200,94.4,18.2,6,20,67,19,8.5,6,0.483,29,0.276,8,47.5,29,0.499,14.2,11,31,0.516,16,0.625,5,"January 12, 2021",57.1,16,16.1,5,94.4,81.8,27,0.554,56,0.5,28,0.339,19,0.632,12,2,200,104.2,17.9,5,16,74,20,4.2,3,0.25,14,0.429,6,52.5,32,0.569,13.4,10,42,0.524,22,0.833,10,"Cassell Coliseum, Blacksburg, Virginia",DUKE,Duke,71.1,Home,VIRGINIA-TECH,Virginia Tech
2021-01-17-18-wake-forest,45.5,10,24.3,9,87,69,20,0.522,46,0.478,22,0.5,23,0.696,16,2,200,92.8,24,6,12,64,20,7.2,5,0.391,18,0.222,4,48.1,26,0.562,21.1,15,28,0.643,18,0.846,11,"January 17, 2021",36.4,8,0,0,92.8,76,19,0.425,60,0.367,22,0.25,15,0.6,9,5,200,87,31,9,20,60,,14.5,10,0.383,23,0.304,7,51.9,28,0.447,16.3,13,37,0.405,15,0.375,3,,WAKE-FOREST,Wake Forest,68.5,Away,VIRGINIA-TECH,Virginia Tech
2021-01-23-12-syracuse,80,16,0,0,118.2,68,17,0.393,61,0.328,20,0.279,17,0.706,12,3,200,90.9,25.7,9,18,60,16,3,2,0.475,29,0.276,8,43.3,26,0.434,11.6,9,32,0.375,12,0.786,11,"January 23, 2021",39.3,11,25,8,90.9,74.3,26,0.545,55,0.509,28,0.4,22,0.818,18,4,200,118.2,32,8,14,78,,10.6,7,0.236,13,0.308,4,56.7,34,0.596,8.5,6,42,0.571,24,0.692,9,"Carrier Dome, Syracuse, New York",VIRGINIA-TECH,Virginia Tech,66.3,Home,SYRACUSE,Syracuse
2021-01-27-19-notre-dame,52,13,18.4,7,71.8,90.5,38,0.46,62,0.403,25,0.194,12,0.417,5,3,200,87.3,15.8,6,17,62,20,11.3,8,0.403,25,0.28,7,55,44,0.458,12.9,10,37,0.486,18,0.8,12,"January 27, 2021",40,8,18.9,7,87.3,84.2,32,0.384,56,0.357,20,0.25,14,0.571,8,9,200,71.8,9.5,4,15,51,,5.6,4,0.321,18,0.167,3,45,36,0.407,16.2,12,38,0.447,17,0.357,5,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",NOTRE-DAME,Notre Dame,71.2,Away,VIRGINIA-TECH,Virginia Tech
2021-01-30-18-virginia-tech,47.4,9,3.8,1,114,81.8,18,0.462,52,0.365,19,0.077,4,0.75,3,3,200,89.5,16.1,5,16,51,8,10.5,6,0.538,28,0.357,10,43.4,23,0.473,13,8,24,0.375,9,0.786,11,"January 30, 2021",59.1,13,16.7,4,89.5,83.9,26,0.602,44,0.5,22,0.318,14,0.857,12,3,200,114,18.2,4,8,65,20,3.5,2,0.409,18,0.5,9,56.6,30,0.642,18,11,26,0.5,13,0.812,13,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA,Virginia,57.3,Home,VIRGINIA-TECH,Virginia Tech
2021-02-03-19-pittsburgh,76,19,17.2,5,123.9,84,21,0.484,61,0.41,25,0.262,16,0.813,13,4,200,107.5,24.3,9,21,72,16,3,2,0.492,30,0.3,9,48.4,30,0.525,9.3,7,31,0.516,16,0.765,13,"February 3, 2021",50,13,6.5,2,107.5,75.7,28,0.587,52,0.5,26,0.481,25,0.88,22,5,200,123.9,16,4,18,83,,9,6,0.442,23,0.391,9,51.6,32,0.65,10,7,29,0.586,17,0.643,9,"Petersen Events Center, Pittsburgh, Pennsylvania",VIRGINIA-TECH,Virginia Tech,66.7,Home,PITTSBURGH,Pitt
2021-02-06-12-miami-fl,83.3,25,13.2,5,101.3,82.8,24,0.54,63,0.476,30,0.238,15,0.8,12,4,225,106.7,15.2,5,15,80,16,9.3,7,0.365,23,0.348,8,46.8,29,0.57,10.3,8,40,0.55,22,0.778,14,"February 6, 2021",50,12,5,2,106.7,84.8,28,0.466,58,0.414,24,0.448,26,0.846,22,11,225,101.3,17.2,5,12,76,,6.7,5,0.345,20,0.3,6,53.2,33,0.54,13.7,11,38,0.474,18,0.389,7,"BankUnited Center, Coral Gables, Florida",MIAMI-FL,Miami (FL),66.4,Away,VIRGINIA-TECH,Virginia Tech
2020-11-25-13-virginia,50,9,0,0,145.9,69.2,18,0.439,49,0.367,18,0.286,14,0.786,11,1,200,88.5,18.8,6,9,54,,1.6,1,0.327,16,0.438,7,41.4,24,0.485,14,9,33,0.333,11,0,0,"November 25, 2020",48.6,17,15.2,5,88.5,81.3,26,0.675,63,0.556,35,0.063,4,1,4,0,200,145.9,30.8,8,14,89,4,11.5,7,0.46,29,0.517,15,58.6,34,0.686,8.5,6,34,0.588,20,1,1,"Mohegan Sun Arena, Uncasville, Connecticut",TOWSON,Towson,60.8,Home,VIRGINIA,Virginia
2020-11-27-11-san-francisco,23.8,5,20,6,96.8,82.9,29,0.441,51,0.412,21,0.353,18,0.833,15,1,200,95.2,7.4,2,12,60,4,4.8,3,0.235,12,0.25,3,50,31,0.504,12,8,39,0.462,18,0.5,1,"November 27, 2020",60.9,14,7.7,3,95.2,92.6,25,0.509,58,0.397,23,0.069,4,0.5,2,1,200,96.8,17.1,6,16,61,,9.5,6,0.483,28,0.464,13,50,31,0.509,10.5,7,30,0.333,10,0.667,2,"Mohegan Sun Arena, Uncasville, Connecticut",VIRGINIA,Virginia,63.2,Home,SAN-FRANCISCO,San Francisco
2020-12-01-16-virginia,55.6,10,0,0,120.6,66.7,18,0.43,50,0.36,18,0.26,13,0.615,8,2,200,81,9.4,3,12,51,,7.9,5,0.48,24,0.292,7,35.6,21,0.454,13.9,9,26,0.423,11,0.333,1,"December 1, 2020",60,18,11.5,3,81,90.6,29,0.56,58,0.517,30,0.207,12,0.917,11,1,200,120.6,33.3,9,15,76,15,7.9,5,0.379,22,0.227,5,64.4,38,0.597,12.5,9,36,0.694,25,0.667,2,"John Paul Jones Arena, Charlottesville, Virginia",SAINT-FRANCIS-PA,Saint Francis (PA),62.9,Home,VIRGINIA,Virginia
2020-12-04-18-virginia,48,12,0,0,106,83.3,20,0.468,63,0.397,25,0.095,6,0.833,5,1,225,95.5,26.5,9,25,64,,11.9,8,0.508,32,0.281,9,50,29,0.486,14.4,11,31,0.516,16,0.5,1,"December 4, 2020",66.7,14,12.9,4,95.5,73.5,25,0.557,44,0.477,21,0.682,30,0.733,22,1,225,106,16.7,4,13,71,15,9,6,0.409,18,0.389,7,50,29,0.609,16.1,11,26,0.538,14,0.75,3,"John Paul Jones Arena, Charlottesville, Virginia",KENT-STATE,Kent State,59.2,Home,VIRGINIA,Virginia
2020-12-22-14-virginia,42.9,6,0,0,131,54.5,12,0.31,50,0.28,14,0.2,10,0.9,9,3,200,69,35.5,11,16,40,,5.2,3,0.34,17,0.176,3,43.4,23,0.365,20.5,14,33,0.333,11,0.4,2,"December 22, 2020",57.1,16,15.2,5,69,64.5,20,0.591,55,0.509,28,0.255,14,0.786,11,1,200,131,45.5,10,9,76,16,13.8,8,0.473,26,0.346,9,56.6,30,0.616,8.9,6,29,0.655,19,0.8,4,"John Paul Jones Arena, Charlottesville, Virginia",WILLIAM-MARY,William & Mary,57.7,Home,VIRGINIA,Virginia
2020-12-26-16-virginia,74.3,26,6.9,2,108.7,75.9,22,0.69,58,0.603,35,0.397,23,0.783,18,0,200,142,30.8,8,17,98,1,11.6,8,0.345,20,0.5,10,54.5,30,0.711,9.3,7,38,0.658,25,1,7,"December 26, 2020",53.8,14,10.5,4,142,69.2,18,0.574,54,0.481,26,0.296,16,0.813,13,2,200,108.7,24.1,7,20,75,16,5.8,4,0.463,25,0.4,10,45.5,25,0.609,19.7,15,29,0.552,16,0.667,4,,VIRGINIA,Virginia,68.8,Away,GONZAGA,Gonzaga
2020-12-30-18-notre-dame,51.9,14,12,3,95,90,27,0.534,58,0.466,27,0.138,8,0.5,4,2,200,110,18.2,6,15,66,23,5,3,0.448,26,0.308,8,52.4,33,0.534,7.5,5,32,0.594,19,0.714,5,"December 30, 2020",72.2,13,3.1,1,110,81.8,27,0.456,45,0.4,18,0.467,21,0.762,16,5,200,95,10,3,11,57,,5,3,0.444,20,0.25,5,47.6,30,0.518,11.4,7,25,0.52,13,0.375,3,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",NOTRE-DAME,Notre Dame,59.9,Away,VIRGINIA,Virginia
2021-01-06-21-virginia,52.2,12,3.1,1,118.6,84,21,0.622,45,0.511,23,0.244,11,0.455,5,2,200,103.4,13,3,12,61,,6.8,4,0.422,19,0.526,10,50,24,0.607,20.7,13,26,0.5,13,0.6,3,"January 6, 2021",39.3,11,3.8,1,103.4,87,20,0.596,52,0.538,28,0.192,10,0.8,8,2,200,118.6,16,4,8,70,22,16.9,10,0.385,20,0.3,6,50,24,0.617,9.6,6,32,0.688,22,0.75,6,"John Paul Jones Arena, Charlottesville, Virginia",WAKE-FOREST,Wake Forest,59.5,Home,VIRGINIA,Virginia
2021-01-09-14-boston-college,29.2,7,17.6,6,81.7,71.1,27,0.491,53,0.453,24,0.189,10,0.9,9,2,200,101.7,17.9,5,15,61,22,5,3,0.283,15,0.267,4,48.5,32,0.528,9.5,6,38,0.526,20,0.778,7,"January 9, 2021",52.9,9,15.8,6,101.7,82.1,23,0.364,55,0.309,17,0.273,15,0.6,9,9,200,81.7,28.9,11,10,49,,5,3,0.382,21,0.286,6,51.5,34,0.394,15.2,11,34,0.324,11,0.182,2,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,60.4,Away,VIRGINIA,Virginia
2021-01-13-16-virginia,45.5,10,6.1,2,127,90.9,20,0.48,51,0.431,22,0.392,20,0.95,19,8,200,107.9,15.4,4,8,68,,6.3,4,0.431,22,0.227,5,50,24,0.562,10.5,7,29,0.586,17,0.273,3,"January 13, 2021",51.6,16,10.3,3,107.9,84.6,22,0.649,57,0.544,31,0.123,7,0.857,6,2,200,127,9.1,2,17,80,18,4.8,3,0.421,24,0.5,12,50,24,0.663,7.7,5,33,0.576,19,0.8,8,"John Paul Jones Arena, Charlottesville, Virginia",NOTRE-DAME,Notre Dame,63.4,Home,VIRGINIA,Virginia
2021-01-16-18-clemson,64.7,22,3.4,1,86.2,87.1,27,0.741,56,0.607,34,0.036,2,1,2,2,200,146.6,27.3,6,8,85,18,10.3,6,0.482,27,0.556,15,62.3,33,0.746,11,7,29,0.655,19,0.818,9,"January 16, 2021",33.3,7,6.9,2,146.6,72.7,16,0.452,52,0.404,21,0.077,4,0.75,3,2,200,86.2,12.9,4,8,50,12,3.4,2,0.442,23,0.217,5,37.7,20,0.464,13,8,29,0.552,16,0.818,9,"Littlejohn Coliseum, Clemson, South Carolina",CLEMSON,Clemson,57.9,Away,VIRGINIA,Virginia
2021-01-23-20-virginia,50,12,23.5,8,104.9,83.3,20,0.538,53,0.453,24,0.113,6,0.833,5,4,200,101.6,4.2,1,11,62,,13.1,8,0.283,15,0.6,9,43.8,21,0.555,9.7,6,38,0.395,15,0.636,7,"January 23, 2021",56,14,18.4,7,101.6,95.8,23,0.558,52,0.481,25,0.135,7,0.857,6,2,200,104.9,16.7,4,8,64,13,3.3,2,0.346,18,0.444,8,56.3,27,0.578,14,9,34,0.5,17,0.833,10,"John Paul Jones Arena, Charlottesville, Virginia",GEORGIA-TECH,Georgia Tech,60.6,Home,VIRGINIA,Virginia
2021-01-25-19-virginia,45.5,10,7.1,2,112.5,79.3,23,0.415,59,0.373,22,0.169,10,0.9,9,5,200,80.6,8.1,3,10,58,,12.5,9,0.407,24,0.208,5,39.4,26,0.455,15.9,12,35,0.486,17,0.643,9,"January 25, 2021",79.3,23,14.3,5,80.6,91.9,34,0.61,59,0.492,29,0.186,11,0.818,9,2,200,112.5,20.7,6,8,81,8,9.7,7,0.525,31,0.452,14,60.6,40,0.631,16.9,13,28,0.536,15,0.846,11,"John Paul Jones Arena, Charlottesville, Virginia",SYRACUSE,Syracuse,72,Home,VIRGINIA,Virginia
2021-01-30-18-virginia-tech,47.4,9,3.8,1,114,81.8,18,0.462,52,0.365,19,0.077,4,0.75,3,3,200,89.5,16.1,5,16,51,8,10.5,6,0.538,28,0.357,10,43.4,23,0.473,13,8,24,0.375,9,0.786,11,"January 30, 2021",59.1,13,16.7,4,89.5,83.9,26,0.602,44,0.5,22,0.318,14,0.857,12,3,200,114,18.2,4,8,65,20,3.5,2,0.409,18,0.5,9,56.6,30,0.642,18,11,26,0.5,13,0.812,13,"Cassell Coliseum, Blacksburg, Virginia",VIRGINIA,Virginia,57.3,Home,VIRGINIA-TECH,Virginia Tech
2021-02-03-21-north-carolina-state,63.2,12,7.7,3,95,70,21,0.537,41,0.463,19,0.537,22,0.909,20,3,200,106.7,13.6,3,13,64,14,8.3,5,0.415,17,0.353,6,46.2,24,0.622,17.8,11,24,0.542,13,0.8,12,"February 3, 2021",39.1,9,0,0,106.7,86.4,19,0.472,53,0.434,23,0.226,12,0.583,7,7,200,95,30,9,16,57,,10,6,0.264,14,0.286,4,53.8,28,0.486,15.9,11,39,0.487,19,0.5,7,"PNC Arena, Raleigh, North Carolina",NORTH-CAROLINA-STATE,NC State,60.1,Away,VIRGINIA,Virginia
2021-02-06-16-virginia,42.3,11,4.3,1,117.7,85.7,18,0.467,60,0.433,26,0.25,15,0.667,10,6,200,106.5,36.7,11,11,66,,6.5,4,0.233,14,0.286,4,56.9,29,0.492,9.5,7,46,0.478,22,0.6,9,"February 6, 2021",52,13,4.3,2,106.5,63.3,19,0.66,47,0.532,25,0.298,14,0.786,11,3,200,117.7,14.3,3,15,73,14,8.1,5,0.511,24,0.5,12,43.1,22,0.68,15.8,10,23,0.565,13,0.812,13,"John Paul Jones Arena, Charlottesville, Virginia",PITTSBURGH,Pitt,61.9,Home,VIRGINIA,Virginia
2021-02-10-19-georgia-tech,66.7,16,24.1,7,81.7,93.8,30,0.561,49,0.49,24,0.041,2,1,2,3,200,95,15.8,3,9,57,9,3.3,2,0.408,20,0.35,7,64.7,33,0.571,19.4,12,29,0.586,17,0.824,14,"February 10, 2021",61.1,11,6.9,2,95,84.2,16,0.4,50,0.36,18,0.22,11,0.818,9,7,200,81.7,6.3,2,9,49,,10,6,0.42,21,0.19,4,35.3,18,0.444,12.7,8,29,0.483,14,0.562,9,"McCamish Pavilion, Atlanta, Georgia",GEORGIA-TECH,Georgia Tech,60.1,Away,VIRGINIA,Virginia
2020-12-08-17-seton-hall,29.4,5,7.4,2,113,69.6,16,0.298,62,0.274,17,0.226,14,0.571,8,1,200,65.2,26.8,11,29,45,,10.1,7,0.323,20,0.15,3,42.2,27,0.328,13.9,11,42,0.333,14,0,0,"December 8, 2020",57.1,12,28.6,12,65.2,73.2,30,0.547,43,0.488,21,0.86,37,0.838,31,3,200,113,30.4,7,17,78,,4.3,3,0.372,16,0.313,5,57.8,37,0.644,20.2,15,27,0.593,16,0.5,3,"Prudential Center, Newark, New Jersey",WAGNER,Wagner,68.6,Home,SETON-HALL,Seton Hall
2020-12-16-16-bryant,51.9,14,11.5,3,107.2,87.5,21,0.415,71,0.38,27,0.127,9,0.333,3,2,200,89.9,51.2,22,21,62,,14.5,10,0.38,27,0.185,5,64.2,43,0.412,16.7,15,44,0.5,22,0,0,"December 16, 2020",60.9,14,2.3,1,89.9,48.8,21,0.614,44,0.523,23,0.659,29,0.69,20,2,200,107.2,12.5,3,11,74,,13,9,0.409,18,0.444,8,35.8,24,0.64,19.8,14,26,0.577,15,0.714,5,"Chace Athletic Center , Smithfield, Rhode Island",WAGNER,Wagner,68.5,Home,BRYANT,Bryant
2020-12-17-16-bryant,44.4,12,0,0,108,78.1,25,0.462,65,0.415,27,0.277,18,0.833,15,3,200,100,29.7,11,27,75,,10.7,8,0.308,20,0.3,6,52.2,36,0.51,17.1,15,45,0.467,21,0,0,"December 17, 2020",79.2,19,15.6,7,100,70.3,26,0.556,54,0.444,24,0.519,28,0.75,21,2,200,108,21.9,7,17,81,,14.7,11,0.537,29,0.414,12,47.8,33,0.602,16.4,13,25,0.48,12,0.75,6,"Chace Athletic Center , Smithfield, Rhode Island",WAGNER,Wagner,75.4,Home,BRYANT,Bryant
2020-12-21-19-wagner,43.8,7,5.3,2,112.1,69.7,23,0.315,54,0.296,16,0.37,20,0.6,12,3,200,69.7,17.9,7,13,46,,7.6,5,0.426,23,0.087,2,41.7,30,0.362,13.7,10,31,0.452,14,0.25,1,"December 21, 2020",58.6,17,19.4,6,69.7,82.1,32,0.575,60,0.483,29,0.217,13,0.385,5,3,200,112.1,30.3,10,18,74,,9.1,6,0.367,22,0.5,11,58.3,42,0.559,12,9,38,0.474,18,0.25,1,"Spiro Sports Center, Staten Island, New York",SACRED-HEART,Sacred Heart,65.8,Home,WAGNER,Wagner
2020-12-22-16-wagner,50,14,0,0,103.7,78.8,26,0.532,63,0.444,28,0.46,29,0.655,19,3,250,104.9,18.4,7,27,86,,7.3,6,0.444,28,0.393,11,46.5,33,0.56,12.7,11,35,0.486,17,0.4,2,"December 22, 2020",43.3,13,17.1,6,104.9,81.6,31,0.508,64,0.469,30,0.484,31,0.645,20,4,250,103.7,21.2,7,27,85,,6.1,5,0.313,20,0.25,5,53.5,38,0.54,13.4,12,44,0.568,25,0.2,1,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,65.8,Away,SACRED-HEART,Sacred Heart
2021-01-14-19-wagner,63.6,14,11.1,4,89.2,72.7,24,0.542,48,0.458,22,0.813,39,0.641,25,1,200,104.1,46.4,13,18,77,,16.2,12,0.396,19,0.421,8,60.7,37,0.579,23.5,20,29,0.483,14,0.8,4,"January 14, 2021",52.2,12,3.4,1,104.1,53.6,15,0.456,57,0.404,23,0.316,18,0.778,14,5,200,89.2,27.3,9,28,66,,12.2,9,0.368,21,0.286,6,39.3,24,0.503,21.7,18,36,0.472,17,0.167,1,"Spiro Sports Center, Staten Island, New York",WAGNER,Wagner,74,Away,LONG-ISLAND-UNIVERSITY,LIU
2021-01-15-19-wagner,61.5,16,11.1,5,111.8,80.8,21,0.646,48,0.542,26,0.354,17,0.706,12,2,200,108.8,17.4,4,14,74,,7.4,5,0.521,25,0.4,10,51,25,0.66,22.4,16,23,0.696,16,0.667,4,"January 15, 2021",65.6,21,4.3,1,108.8,82.6,19,0.57,64,0.5,32,0.063,4,0.75,3,5,200,111.8,19.2,5,16,76,,13.2,9,0.297,19,0.474,9,49,24,0.577,10.8,8,45,0.511,23,0.286,2,"Spiro Sports Center, Staten Island, New York",LONG-ISLAND-UNIVERSITY,LIU,68.5,Home,WAGNER,Wagner
2021-02-04-16-st-francis-ny,33.3,9,8.1,3,95.7,73.5,25,0.5,55,0.491,27,0.564,31,0.613,19,5,200,105.7,37.5,12,22,74,,11.4,8,0.182,10,0.1,1,56.1,37,0.531,14.9,12,45,0.578,26,0.375,3,"February 4, 2021",47.8,11,13.3,6,105.7,62.5,20,0.439,57,0.404,23,0.368,21,0.81,17,5,200,95.7,26.5,9,26,67,,7.1,5,0.351,20,0.2,4,43.9,29,0.5,15.3,12,37,0.514,19,0.444,4,"Pope Physical Education Center, Brooklyn Heights, New York",ST-FRANCIS-NY,St. Francis (NY),69.9,Away,WAGNER,Wagner
