namedate,away_assist_percentage,away_assists,away_block_percentage,away_blocks,away_defensive_rating,away_defensive_rebound_percentage,away_defensive_rebounds,away_effective_field_goal_percentage,away_field_goal_attempts,away_field_goal_percentage,away_field_goals,away_free_throw_attempt_rate,away_free_throw_attempts,away_free_throw_percentage,away_free_throws,away_losses,away_minutes_played,away_offensive_rating,away_offensive_rebound_percentage,away_offensive_rebounds,away_personal_fouls,away_points,away_ranking,away_steal_percentage,away_steals,away_three_point_attempt_rate,away_three_point_field_goal_attempts,away_three_point_field_goal_percentage,away_three_point_field_goals,away_total_rebound_percentage,away_total_rebounds,away_true_shooting_percentage,away_turnover_percentage,away_turnovers,away_two_point_field_goal_attempts,away_two_point_field_goal_percentage,away_two_point_field_goals,away_win_percentage,away_wins,date,home_assist_percentage,home_assists,home_block_percentage,home_blocks,home_defensive_rating,home_defensive_rebound_percentage,home_defensive_rebounds,home_effective_field_goal_percentage,home_field_goal_attempts,home_field_goal_percentage,home_field_goals,home_free_throw_attempt_rate,home_free_throw_attempts,home_free_throw_percentage,home_free_throws,home_losses,home_minutes_played,home_offensive_rating,home_offensive_rebound_percentage,home_offensive_rebounds,home_personal_fouls,home_points,home_ranking,home_steal_percentage,home_steals,home_three_point_attempt_rate,home_three_point_field_goal_attempts,home_three_point_field_goal_percentage,home_three_point_field_goals,home_total_rebound_percentage,home_total_rebounds,home_true_shooting_percentage,home_turnover_percentage,home_turnovers,home_two_point_field_goal_attempts,home_two_point_field_goal_percentage,home_two_point_field_goals,home_win_percentage,home_wins,location,losing_abbr,losing_name,pace,winner,winning_abbr,winning_name
2021-02-05-16-st-francis-ny,46.2,12,2.3,1,105.2,68.6,24,0.44,67,0.388,26,0.478,32,0.781,25,5,225,109.1,39,16,22,84,,3.9,3,0.373,25,0.28,7,52.6,40,0.511,13.8,13,42,0.452,19,0.444,4,"February 5, 2021",48.1,13,7.1,3,109.1,61,25,0.508,61,0.443,27,0.393,24,0.792,19,6,225,105.2,31.4,11,24,81,,9.1,7,0.295,18,0.444,8,47.4,36,0.559,16.4,14,43,0.442,19,0.4,4,"Pope Physical Education Center, Brooklyn Heights, New York",ST-FRANCIS-NY,St. Francis (NY),68.7,Away,WAGNER,Wagner
2021-02-11-17-wagner,58.3,14,11.8,4,113.4,81.8,18,0.56,50,0.48,24,0.38,19,0.842,16,10,200,107.5,33.3,7,14,72,,13.4,9,0.5,25,0.32,8,58.1,25,0.61,18.2,13,25,0.64,16,0.412,7,"February 11, 2021",79.3,23,8,2,107.5,66.7,14,0.66,53,0.547,29,0.17,9,0.667,6,5,200,113.4,18.2,4,13,76,,9,6,0.358,19,0.632,12,41.9,18,0.663,20.8,15,34,0.5,17,0.5,5,"Spiro Sports Center, Staten Island, New York",FAIRLEIGH-DICKINSON,Fairleigh Dickinson,66.7,Home,WAGNER,Wagner
2020-11-25-16-wake-forest,78.6,11,17.1,6,133.7,53.6,15,0.33,53,0.264,14,0.453,24,0.667,16,1,200,61.4,17.9,7,23,51,,7.2,6,0.472,25,0.28,7,32.8,22,0.396,28.2,25,28,0.25,7,0,0,"November 25, 2020",58.3,21,10.7,3,61.4,82.1,32,0.652,66,0.545,36,0.485,32,0.781,25,0,200,133.7,46.4,13,21,111,,24.1,20,0.47,31,0.452,14,67.2,45,0.683,15.8,15,35,0.629,22,1,1,,DELAWARE-STATE,Delaware State,82.8,Home,WAKE-FOREST,Wake Forest
2020-11-27-19-wake-forest,36.4,8,0,0,104.4,88.9,24,0.57,43,0.512,22,0.349,15,0.733,11,1,200,88.2,23.8,5,20,60,,8.8,6,0.326,14,0.357,5,60.4,29,0.599,30.7,22,29,0.586,17,0,0,"November 27, 2020",37.5,9,6.9,2,88.2,76.2,16,0.551,49,0.49,24,0.449,22,0.773,17,0,200,104.4,11.1,3,16,71,,14.7,10,0.408,20,0.3,6,39.6,19,0.597,17,12,29,0.621,18,1,2,,LONGWOOD,Longwood,67.8,Home,WAKE-FOREST,Wake Forest
2020-12-31-15-wake-forest,50,10,3.6,1,95.9,83.3,25,0.402,56,0.357,20,0.446,25,0.68,17,0,200,84.9,25.6,10,20,62,,9.6,7,0.339,19,0.263,5,50.7,35,0.457,18.3,15,37,0.405,15,0,0,"December 31, 2020",63.6,14,2.7,1,84.9,74.4,29,0.49,51,0.431,22,0.49,25,0.8,20,0,200,95.9,16.7,5,23,70,,9.6,7,0.451,23,0.261,6,49.3,34,0.557,20.5,16,28,0.571,16,1,3,,"Catawba
			","Catawba
			",73.4,Home,WAKE-FOREST,Wake Forest
2021-01-03-18-georgia-tech,45.5,10,0,0,100,88.5,23,0.443,53,0.415,22,0.208,11,0.636,7,1,200,77.1,15.2,5,10,54,,12.9,9,0.377,20,0.15,3,47.5,28,0.464,23.7,18,33,0.576,19,0.75,3,"January 3, 2021",61.5,16,12.1,4,77.1,84.8,28,0.587,52,0.5,26,0.269,14,0.643,9,3,200,100,11.5,3,13,70,,15.7,11,0.5,26,0.346,9,52.5,31,0.597,19.4,14,26,0.654,17,0.667,6,"McCamish Pavilion, Atlanta, Georgia",WAKE-FOREST,Wake Forest,70.4,Home,GEORGIA-TECH,Georgia Tech
2021-01-06-21-virginia,52.2,12,3.1,1,118.6,84,21,0.622,45,0.511,23,0.244,11,0.455,5,2,200,103.4,13,3,12,61,,6.8,4,0.422,19,0.526,10,50,24,0.607,20.7,13,26,0.5,13,0.6,3,"January 6, 2021",39.3,11,3.8,1,103.4,87,20,0.596,52,0.538,28,0.192,10,0.8,8,2,200,118.6,16,4,8,70,22,16.9,10,0.385,20,0.3,6,50,24,0.617,9.6,6,32,0.688,22,0.75,6,"John Paul Jones Arena, Charlottesville, Virginia",WAKE-FOREST,Wake Forest,59.5,Home,VIRGINIA,Virginia
2021-01-09-12-duke,36.4,8,5.9,2,119.7,54.8,17,0.521,48,0.458,22,0.438,21,0.857,18,3,200,103,24,6,16,68,,10.6,7,0.417,20,0.3,6,41.1,23,0.586,20.8,15,28,0.571,16,0.5,3,"January 9, 2021",54.8,17,14.3,4,103,76,19,0.582,61,0.508,31,0.164,10,0.8,8,2,200,119.7,45.2,14,16,79,21,15.2,10,0.443,27,0.333,9,58.9,33,0.601,17.6,14,34,0.647,22,0.714,5,"Cameron Indoor Stadium, Durham, North Carolina",WAKE-FOREST,Wake Forest,66.4,Home,DUKE,Duke
2021-01-13-20-wake-forest,51.7,15,17.9,5,95.6,77.1,27,0.57,57,0.509,29,0.298,17,0.706,12,1,200,113.2,28,7,18,77,16,7.4,5,0.281,16,0.438,7,56.7,34,0.592,13.4,10,41,0.537,22,0.9,9,"January 13, 2021",57.1,12,2.4,1,113.2,72,18,0.43,57,0.368,21,0.316,18,0.889,16,4,200,95.6,22.9,8,18,65,,5.9,4,0.509,29,0.241,7,43.3,26,0.496,14.5,11,28,0.5,14,0.429,3,,WAKE-FOREST,Wake Forest,68.3,Away,LOUISVILLE,Louisville
2021-01-17-18-wake-forest,45.5,10,24.3,9,87,69,20,0.522,46,0.478,22,0.5,23,0.696,16,2,200,92.8,24,6,12,64,20,7.2,5,0.391,18,0.222,4,48.1,26,0.562,21.1,15,28,0.643,18,0.846,11,"January 17, 2021",36.4,8,0,0,92.8,76,19,0.425,60,0.367,22,0.25,15,0.6,9,5,200,87,31,9,20,60,,14.5,10,0.383,23,0.304,7,51.9,28,0.447,16.3,13,37,0.405,15,0.375,3,,WAKE-FOREST,Wake Forest,68.5,Away,VIRGINIA-TECH,Virginia Tech
2021-01-20-19-north-carolina,60.9,14,3.8,2,102.6,75.8,25,0.5,59,0.39,23,0.288,17,0.824,14,6,200,93.6,22.2,8,16,73,,6.4,5,0.576,34,0.382,13,47.8,33,0.544,22.2,19,25,0.4,10,0.333,3,"January 20, 2021",62.1,18,12,3,93.6,77.8,28,0.492,62,0.468,29,0.435,27,0.704,19,5,200,102.6,24.2,8,19,80,,15.4,12,0.145,9,0.333,3,52.2,36,0.535,14,12,53,0.491,26,0.643,9,"Dean Smith Center, Chapel Hill, North Carolina",WAKE-FOREST,Wake Forest,78.5,Home,NORTH-CAROLINA,UNC
2021-01-23-18-wake-forest,59.3,16,8.3,2,107,76.9,20,0.5,59,0.458,27,0.39,23,0.696,16,3,200,105.6,30,9,15,75,,15.5,11,0.203,12,0.417,5,51.8,29,0.536,13.7,11,47,0.468,22,0.727,8,"January 23, 2021",69.2,18,10.6,5,105.6,70,21,0.598,56,0.464,26,0.214,12,0.75,9,6,200,107,23.1,6,22,76,,8.5,6,0.571,32,0.469,15,48.2,27,0.616,19.7,15,24,0.458,11,0.4,4,,PITTSBURGH,Pitt,71.3,Home,WAKE-FOREST,Wake Forest
2021-01-27-20-north-carolina-state,33.3,8,14.3,5,98.6,76,19,0.483,58,0.414,24,0.259,15,0.733,11,7,200,91.8,32.3,10,21,67,,9.6,7,0.414,24,0.333,8,51.8,29,0.514,21.8,18,34,0.471,16,0.364,4,"January 27, 2021",52.2,12,23.5,8,91.8,67.7,21,0.541,49,0.469,23,0.551,27,0.704,19,5,200,98.6,24,6,15,72,,13.7,10,0.286,14,0.5,7,48.2,27,0.582,21.8,17,35,0.457,16,0.583,7,"PNC Arena, Raleigh, North Carolina",WAKE-FOREST,Wake Forest,73,Home,NORTH-CAROLINA-STATE,NC State
2021-01-30-14-wake-forest,59.1,13,22.2,6,104.8,76.5,26,0.52,51,0.431,22,0.157,8,0.125,1,10,200,85.7,9.4,3,12,54,,11.1,7,0.314,16,0.563,9,43.9,29,0.493,15.5,10,35,0.371,13,0.375,6,"January 30, 2021",47.8,11,5.7,2,85.7,90.6,29,0.527,56,0.411,23,0.196,11,0.636,7,7,200,104.8,23.5,8,12,66,,9.5,6,0.518,29,0.448,13,56.1,37,0.539,14.1,10,27,0.37,10,0.417,5,,MIAMI-FL,Miami (FL),62.5,Home,WAKE-FOREST,Wake Forest
2021-02-02-17-notre-dame,54.5,12,7.9,3,121.5,72.4,21,0.414,64,0.344,22,0.125,8,0.625,5,8,200,89.2,20.9,9,10,58,,6.2,4,0.359,23,0.391,9,41.7,30,0.428,8.2,6,41,0.317,13,0.385,5,"February 2, 2021",58.1,18,22,9,89.2,79.1,34,0.59,61,0.508,31,0.131,8,0.875,7,9,200,121.5,27.6,8,10,79,,7.7,5,0.377,23,0.435,10,58.3,42,0.61,11,8,38,0.553,21,0.438,7,"Purcell Pavilion at the Joyce Center, South Bend, Indiana",WAKE-FOREST,Wake Forest,64.8,Home,NOTRE-DAME,Notre Dame
2021-02-10-19-boston-college,40,10,11.8,4,89,86.7,39,0.491,58,0.431,25,0.345,20,0.6,12,8,200,94.5,22.9,8,17,69,,4.1,3,0.448,26,0.269,7,58.8,47,0.511,16.3,13,32,0.563,18,0.429,6,"February 10, 2021",45.5,10,6.3,2,94.5,77.1,27,0.388,67,0.328,22,0.239,16,0.813,13,12,200,89,13.3,6,14,65,,12.3,9,0.493,33,0.242,8,41.3,33,0.436,5.1,4,34,0.412,14,0.2,3,"Silvio O. Conte Forum, Chestnut Hill, Massachusetts",BOSTON-COLLEGE,Boston College,72.6,Away,WAKE-FOREST,Wake Forest
2020-11-25-23-washington-state,38.9,7,13.6,3,75.7,80,32,0.336,61,0.295,18,0.213,13,0.846,11,1,200,70.3,22,9,28,52,,14.9,11,0.311,19,0.263,5,50.6,41,0.387,20.3,17,42,0.31,13,0,0,"November 25, 2020",57.1,8,7.1,3,70.3,78,32,0.33,50,0.28,14,0.62,31,0.742,23,0,200,75.7,20,8,16,56,,5.4,4,0.56,28,0.179,5,49.4,40,0.433,20.1,16,22,0.409,9,1,1,"Beasley Coliseum, Pullman, Washington",TEXAS-SOUTHERN,Texas Southern,74,Home,WASHINGTON-STATE,Washington State
2020-11-28-23-washington-state,58.3,14,2.6,1,95.9,73.7,28,0.491,58,0.414,24,0.276,16,0.688,11,1,200,91.9,16.7,6,15,68,,5.4,4,0.5,29,0.31,9,45.9,34,0.518,17.7,14,29,0.517,15,0,0,"November 28, 2020",55.6,15,6.9,2,91.9,83.3,30,0.471,68,0.397,27,0.147,10,0.7,7,0,200,95.9,26.3,10,20,71,,9.5,7,0.441,30,0.333,10,54.1,40,0.488,14.2,12,38,0.447,17,1,2,"Beasley Coliseum, Pullman, Washington",EASTERN-WASHINGTON,Eastern Washington,74.2,Home,WASHINGTON-STATE,Washington State
2020-12-02-22-washington-state,61.9,13,17.5,7,84.3,75.8,25,0.415,59,0.356,21,0.203,12,0.5,6,1,200,78.6,35,14,20,55,,5.7,4,0.424,25,0.28,7,53.4,39,0.425,20.9,17,34,0.412,14,0.667,2,"December 2, 2020",57.9,11,14.7,5,78.6,65,26,0.388,58,0.328,19,0.328,19,0.737,14,0,200,84.3,24.2,8,17,59,,12.9,9,0.31,18,0.389,7,46.6,34,0.44,17.4,14,40,0.3,12,1,3,"Beasley Coliseum, Pullman, Washington",OREGON-STATE,Oregon State,70.4,Home,WASHINGTON-STATE,Washington State
2020-12-09-21-washington-state,52.2,12,2.8,1,83.6,75.9,22,0.434,61,0.377,23,0.148,9,0.556,5,3,200,79.5,9.1,3,22,58,,11,8,0.361,22,0.318,7,40.3,25,0.444,17.7,14,39,0.41,16,0,0,"December 9, 2020",60,12,15.4,6,79.5,90.9,30,0.479,47,0.426,20,0.553,26,0.615,16,0,200,83.6,24.1,7,14,61,,11,8,0.234,11,0.455,5,59.7,37,0.514,22.5,17,36,0.417,15,1,4,"Beasley Coliseum, Pullman, Washington",IDAHO,Idaho,72.8,Home,WASHINGTON-STATE,Washington State
2020-12-13-17-washington-state,25,5,10,3,95.8,84.6,22,0.333,66,0.303,20,0.273,18,0.889,16,2,200,83.3,31,13,22,60,,11.1,8,0.288,19,0.211,4,51.5,35,0.402,14,12,47,0.34,16,0.333,1,"December 13, 2020",58.3,14,10.6,5,83.3,69,29,0.539,51,0.471,24,0.471,24,0.583,14,0,200,95.8,15.4,4,18,69,,6.9,5,0.412,21,0.333,7,48.5,33,0.553,17.4,13,30,0.567,17,1,5,"Beasley Coliseum, Pullman, Washington",PORTLAND-STATE,Portland State,72.5,Home,WASHINGTON-STATE,Washington State
2020-12-18-21-washington-state,73.3,11,8.1,3,113.9,66.7,18,0.321,56,0.268,15,0.464,26,0.692,18,2,200,75,11.9,5,19,54,,2.8,2,0.411,23,0.261,6,33.3,23,0.395,12.9,10,33,0.273,9,0.5,2,"December 18, 2020",35.7,10,12.1,4,75,88.1,37,0.553,57,0.491,28,0.421,24,0.792,19,0,200,113.9,33.3,9,22,82,,6.9,5,0.351,20,0.35,7,66.7,46,0.599,15.1,12,37,0.568,21,1,6,"Beasley Coliseum, Pullman, Washington",MONTANA-STATE,Montana State,72.4,Home,WASHINGTON-STATE,Washington State
2020-12-21-19-washington-state,56,14,14.3,5,125,51.4,18,0.422,64,0.391,25,0.188,12,0.667,8,3,200,86.1,25.6,10,20,62,,9.7,7,0.375,24,0.167,4,37.8,28,0.445,15.8,13,40,0.525,21,0.25,1,"December 21, 2020",56.7,17,10,4,86.1,74.4,29,0.589,62,0.484,30,0.387,24,0.708,17,0,200,125,48.6,17,12,90,,12.5,9,0.435,27,0.481,13,62.2,46,0.613,17.1,15,35,0.486,17,1,7,"Beasley Coliseum, Pullman, Washington",PRAIRIE-VIEW,Prairie View,72.1,Home,WASHINGTON-STATE,Washington State
2020-12-23-17-washington-state,50,10,6.3,2,83.8,66.7,26,0.358,67,0.299,20,0.104,7,0.571,4,10,200,70.3,20,9,23,52,,10.8,8,0.373,25,0.32,8,41.7,35,0.37,15.6,13,42,0.286,12,0.091,1,"December 23, 2020",33.3,6,14.3,6,70.3,80,36,0.355,55,0.327,18,0.636,35,0.657,23,0,200,83.8,33.3,13,13,62,,6.8,5,0.418,23,0.13,3,58.3,49,0.433,17.6,15,32,0.469,15,1,8,"Beasley Coliseum, Pullman, Washington",NORTHWESTERN-STATE,Northwestern State,74,Home,WASHINGTON-STATE,Washington State
2021-01-02-22-washington-state,42.9,12,9.8,4,93.2,73.5,36,0.407,75,0.373,28,0.427,32,0.781,25,1,250,97.7,28.9,13,29,86,,9.1,8,0.293,22,0.227,5,52.1,49,0.477,11,11,53,0.434,23,0.9,9,"January 2, 2021",39.3,11,7.5,4,97.7,71.1,32,0.457,69,0.406,28,0.536,37,0.514,19,1,250,93.2,26.5,13,22,82,,6.8,6,0.406,28,0.25,7,47.9,45,0.474,14.1,14,41,0.512,21,0.889,8,"Beasley Coliseum, Pullman, Washington",WASHINGTON-STATE,Washington State,70.3,Away,ARIZONA,Arizona
2021-01-07-22-california,47.8,11,8.1,3,87,83.3,30,0.51,52,0.442,23,0.442,23,0.783,18,1,200,102.9,29.6,8,19,71,,7.2,5,0.346,18,0.389,7,60.3,38,0.564,18.4,14,34,0.471,16,0.9,9,"January 7, 2021",60,12,5.9,2,102.9,70.4,19,0.388,58,0.345,20,0.379,22,0.682,15,7,200,87,16.7,6,20,60,,11.6,8,0.362,21,0.238,5,39.7,25,0.438,9.4,7,37,0.405,15,0.417,5,"Haas Pavilion, Berkeley, California",CALIFORNIA,California,69.2,Away,WASHINGTON-STATE,Washington State
2021-01-09-17-stanford,57.1,12,10,4,110.3,68,17,0.473,56,0.375,21,0.196,11,0.636,7,2,200,88.2,31.4,11,19,60,,10.3,7,0.429,24,0.458,11,46.7,28,0.49,21.8,17,32,0.313,10,0.818,9,"January 9, 2021",35.7,10,9.4,3,88.2,68.6,24,0.518,57,0.491,28,0.368,21,0.762,16,3,200,110.3,32,8,15,75,,14.7,10,0.298,17,0.176,3,53.3,32,0.56,13.1,10,40,0.625,25,0.727,8,"Kaiser Permanente Arena, Santa Cruz, California",WASHINGTON-STATE,Washington State,68.1,Home,STANFORD,Stanford
2021-01-14-17-ucla,34.8,8,6.7,3,133.8,53.8,14,0.53,50,0.46,23,0.22,11,0.727,8,3,200,89.7,20,6,15,61,,5.9,4,0.38,19,0.368,7,35.7,20,0.552,23.7,17,31,0.516,16,0.75,9,"January 14, 2021",60.6,20,16.1,5,89.7,80,24,0.615,61,0.541,33,0.295,18,0.889,16,2,200,133.8,46.2,12,14,91,,13.2,9,0.262,16,0.563,9,64.3,36,0.654,14.8,12,45,0.533,24,0.833,10,"Pauley Pavilion, Los Angeles, California",WASHINGTON-STATE,Washington State,67.9,Home,UCLA,UCLA
2021-01-16-21-southern-california,35.7,10,10,5,111.8,69.7,23,0.561,57,0.491,28,0.316,18,0.722,13,4,200,101.3,25,7,21,77,,6.6,5,0.404,23,0.348,8,49.2,30,0.587,16.7,13,34,0.588,20,0.692,9,"January 16, 2021",53.1,17,8.8,3,101.3,75,21,0.507,69,0.464,32,0.42,29,0.517,15,2,200,111.8,30.3,10,16,85,,7.9,6,0.275,19,0.316,6,50.8,31,0.513,8.9,8,50,0.52,26,0.846,11,"Galen Center, Los Angeles, California",WASHINGTON-STATE,Washington State,76.2,Home,SOUTHERN-CALIFORNIA,USC
2021-01-21-22-washington-state,67.9,19,5.9,2,87.5,74.2,23,0.608,51,0.549,28,0.176,9,1,9,6,200,110.9,28.6,6,15,71,,6.3,4,0.275,14,0.429,6,55.8,29,0.642,22.5,16,37,0.595,22,0.5,6,"January 21, 2021",65,13,5.4,2,110.9,71.4,15,0.443,53,0.377,20,0.226,12,0.75,9,5,200,87.5,25.8,8,14,56,,17.2,11,0.358,19,0.368,7,44.2,23,0.477,18.2,13,34,0.382,13,0.643,9,"Beasley Coliseum, Pullman, Washington",WASHINGTON-STATE,Washington State,64.5,Away,UTAH,Utah
2021-01-23-20-washington-state,57.7,15,16.7,6,89.4,77.8,21,0.558,52,0.5,26,0.288,15,0.8,12,4,200,106.1,8.3,2,13,70,,6.1,4,0.269,14,0.429,6,45.1,23,0.592,15.8,11,38,0.526,20,0.75,12,"January 23, 2021",40.9,9,5.3,2,106.1,91.7,22,0.49,52,0.423,22,0.192,10,0.8,8,6,200,89.4,22.2,6,17,59,,9.1,6,0.308,16,0.438,7,54.9,28,0.52,18.7,13,36,0.417,15,0.6,9,"Beasley Coliseum, Pullman, Washington",WASHINGTON-STATE,Washington State,65.9,Away,COLORADO,Colorado
2021-01-27-21-colorado,31.8,7,18.5,5,111.1,81,17,0.49,52,0.423,22,0.173,9,0.778,7,7,200,92.1,26.9,7,21,58,,7.9,5,0.385,20,0.35,7,51.1,24,0.515,20,14,32,0.469,15,0.562,9,"January 27, 2021",80,16,15.6,5,92.1,73.1,19,0.568,44,0.455,20,0.523,23,0.87,20,4,200,111.1,19,4,14,70,,12.7,8,0.386,17,0.588,10,48.9,23,0.637,16.9,11,27,0.37,10,0.765,13,"Coors Events/Conference Center, Boulder, Colorado",WASHINGTON-STATE,Washington State,62.6,Home,COLORADO,Colorado
2021-01-31-20-washington,25,7,0,0,79.5,78.1,25,0.5,61,0.459,28,0.443,27,0.593,16,7,200,98.7,40,12,21,77,,9,7,0.344,21,0.238,5,59.7,37,0.522,19.8,18,40,0.575,23,0.588,10,"January 31, 2021",66.7,14,10,4,98.7,60,18,0.464,55,0.382,21,0.327,18,0.611,11,12,200,79.5,21.9,7,18,62,,10.3,8,0.455,25,0.36,9,40.3,25,0.488,23.2,19,30,0.4,12,0.2,3,"Alaska Airlines Arena, Seattle, Washington",WASHINGTON,Washington,77.7,Away,WASHINGTON-STATE,Washington State
2021-02-04-23-oregon,66.7,14,2.6,1,102.9,51.7,15,0.531,49,0.429,21,0.633,31,0.71,22,7,200,107.2,28.6,8,24,74,,7.2,5,0.449,22,0.455,10,40.4,23,0.581,19.3,15,27,0.407,11,0.611,11,"February 4, 2021",50,12,11.1,3,107.2,71.4,20,0.482,55,0.436,24,0.4,22,0.818,18,4,200,102.9,48.3,14,28,71,,8.7,6,0.309,17,0.294,5,59.6,34,0.542,19.8,16,38,0.5,19,0.692,9,"Matthew Knight Arena, Eugene, Oregon",OREGON,Oregon,69.1,Away,WASHINGTON-STATE,Washington State
2021-02-06-18-oregon-state,58.3,14,16.7,5,103,80,20,0.459,61,0.393,24,0.18,11,0.909,10,8,200,100,36.4,12,26,66,,6.1,4,0.393,24,0.333,8,55.2,32,0.498,15.4,12,37,0.432,16,0.579,11,"February 6, 2021",70,14,2.7,1,100,63.6,21,0.523,43,0.465,20,0.721,31,0.742,23,7,200,103,20,5,15,68,,6.1,4,0.302,13,0.385,5,44.8,26,0.589,19.8,14,30,0.5,15,0.588,10,"Gill Coliseum, Corvallis, Oregon",WASHINGTON-STATE,Washington State,66.5,Home,OREGON-STATE,Oregon State
2021-02-11-23-washington-state,46.2,12,13.8,4,112.5,72.4,21,0.483,59,0.441,26,0.39,23,0.696,16,5,200,101.4,21.9,7,23,73,,9.7,7,0.339,20,0.25,5,45.9,28,0.522,12.6,10,39,0.538,21,0.722,13,"February 11, 2021",70.8,17,7.7,3,101.4,78.1,25,0.598,51,0.471,24,0.549,28,0.714,20,8,200,112.5,27.6,8,21,81,,5.6,4,0.431,22,0.591,13,54.1,33,0.63,18.1,14,29,0.379,11,0.6,12,"Beasley Coliseum, Pullman, Washington",UCLA,UCLA,71.6,Home,WASHINGTON-STATE,Washington State
2020-11-29-18-washington,61.8,21,21.4,6,77.6,87.5,28,0.604,67,0.507,34,0.164,11,0.455,5,0,200,128.4,64.5,20,14,86,2,4.5,3,0.433,29,0.448,13,76.2,48,0.595,18.2,16,38,0.553,21,1,2,"November 29, 2020",63.2,12,15.8,6,128.4,35.5,11,0.413,52,0.365,19,0.231,12,0.75,9,1,200,77.6,12.5,4,14,52,,11.9,8,0.462,24,0.208,5,23.8,15,0.451,18.5,13,28,0.5,14,0,0,"T-Mobile Arena, Las Vegas, Nevada",WASHINGTON,Washington,67.5,Away,BAYLOR,Baylor
2020-12-01-16-washington,81.8,18,0,0,62.7,89.5,34,0.41,61,0.361,22,0.213,13,0.538,7,1,200,85.1,34.2,13,18,57,,4.5,3,0.344,21,0.286,6,61.8,47,0.424,18.4,15,40,0.4,16,0.5,1,"December 1, 2020",43.8,7,12.5,5,85.1,65.8,25,0.324,54,0.296,16,0.185,10,0.7,7,2,200,62.7,10.5,4,16,42,,11.9,8,0.37,20,0.15,3,38.2,29,0.357,15.9,11,34,0.382,13,0,0,"T-Mobile Arena, Las Vegas, Nevada",WASHINGTON,Washington,67.5,Away,CALIFORNIA-RIVERSIDE,UC-Riverside
2020-12-03-18-utah,28,7,14.3,6,102.7,75,24,0.394,71,0.352,25,0.127,9,0.667,6,3,200,83.8,37.8,17,18,62,,8.1,6,0.423,30,0.2,6,53.2,41,0.412,14.8,13,41,0.463,19,0,0,"December 3, 2020",75,21,9.8,4,83.8,62.2,28,0.492,64,0.438,28,0.328,21,0.619,13,0,200,102.7,25,8,16,76,,9.5,7,0.344,22,0.318,7,46.8,36,0.514,13.1,11,42,0.5,21,1,1,"Jon M. Huntsman Center, Salt Lake City, Utah",WASHINGTON,Washington,74.1,Home,UTAH,Utah
2020-12-09-23-washington,58.8,10,2.4,1,105.8,66.7,18,0.322,59,0.288,17,0.119,7,0.429,3,4,200,59.4,19.5,8,15,41,,8.7,6,0.39,23,0.174,4,38.2,26,0.329,17.3,13,36,0.361,13,0.429,3,"December 9, 2020",42.3,11,13.9,5,59.4,80.5,33,0.536,56,0.464,26,0.268,15,0.867,13,3,200,105.8,33.3,9,14,73,,10.1,7,0.268,15,0.533,8,61.8,42,0.578,20.4,16,41,0.439,18,0.25,1,"Alaska Airlines Arena, Seattle, Washington",SEATTLE,Seattle,68.7,Home,WASHINGTON,Washington
2020-12-12-20-washington,52,13,5,2,97.3,75,21,0.415,65,0.385,25,0.415,27,0.741,20,1,200,101.4,44.7,17,16,74,,12.3,9,0.292,19,0.211,4,57.6,38,0.475,13.5,12,46,0.457,21,0.8,4,"December 12, 2020",37,10,10.9,5,101.4,55.3,21,0.517,59,0.458,27,0.169,10,1,10,4,200,97.3,25,7,20,71,,6.8,5,0.322,19,0.368,7,42.4,28,0.557,20.2,16,40,0.5,20,0.2,1,"Alaska Airlines Arena, Seattle, Washington",WASHINGTON,Washington,72.8,Away,OREGON,Oregon
2020-12-16-23-washington,50,10,0,0,81.7,70.6,24,0.407,54,0.37,20,0.5,27,0.815,22,4,200,93,25.8,8,22,66,,7,5,0.241,13,0.308,4,49.2,32,0.494,15.4,12,41,0.39,16,0.333,2,"December 16, 2020",41.7,10,12.2,5,93,74.2,23,0.439,57,0.421,24,0.333,19,0.421,8,5,200,81.7,29.4,10,23,58,,8.5,6,0.211,12,0.167,2,50.8,33,0.439,19.7,16,45,0.489,22,0.167,1,"Alaska Airlines Arena, Seattle, Washington",WASHINGTON,Washington,71.4,Away,MONTANA,Montana
2020-12-20-22-colorado,37,10,7.5,3,127.8,64,16,0.46,63,0.429,27,0.254,16,0.688,11,6,200,95.8,17.6,6,20,69,,9.7,7,0.286,18,0.222,4,37.3,22,0.489,11.4,9,45,0.511,23,0.143,1,"December 20, 2020",72.4,21,4.4,2,95.8,82.4,28,0.55,60,0.483,29,0.467,28,0.929,26,1,200,127.8,36,9,19,92,,2.8,2,0.333,20,0.4,8,62.7,37,0.628,8.8,7,40,0.525,21,0.833,5,"T-Mobile Arena, Las Vegas, Nevada",WASHINGTON,Washington,72.5,Home,COLORADO,Colorado
2020-12-31-20-washington,48.3,14,21.2,7,70.7,80,32,0.464,69,0.42,29,0.377,26,0.615,16,1,200,106.7,38.2,13,16,80,,8,6,0.246,17,0.353,6,60.8,45,0.492,11.1,10,52,0.442,23,0.889,8,"December 31, 2020",35,7,5.8,3,106.7,61.8,21,0.359,64,0.313,20,0.172,11,0.636,7,7,200,70.7,20,8,15,53,,10.7,8,0.484,31,0.194,6,39.2,29,0.383,12.7,10,33,0.424,14,0.125,1,"Alaska Airlines Arena, Seattle, Washington",WASHINGTON,Washington,74.8,Away,ARIZONA,Arizona
